acqsysID:ID,name,component_name,title,description,:LABEL
acqsys060036,SSP,SSP,Fiscal Service SSP,"SSP is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. SSP provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys060037,SSP,SSP,Fiscal Service SSP,"SSP is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. SSP provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys060038,SSP,SSP,Fiscal Service SSP,"SSP is a contract writing management system that provides full procurement lifecycle support including all phases from advanced acquisition planning through contract closeout. SSP provides procurement and acquisition support at the desktop through a secure browser only, giving global access to procurement personnel and their customers.",AcquisitionSystem
acqsys010630,SST,SST,SOURCE SELECTION TOOL,"Pilot to determine the enterprise readiness of a standard, enterprise source selection tool for acquisitions. The tool facilitates creation, organization, and communication of sensitive, unclassified, competitive source selection documentation.",AcquisitionSystem
acqsys008713,STARRS,STARRS,STANDARD TRACKING AND RTF REPORTING SYSTEM,"RTF is used to list the requirements for replenishing the equipment needs of the Marine Corps based on wartime usage estimates. Marine Corps systemss Command inputs the cost and quantity of equipment needed for various combat theaters, which helps determine how much supplemental is requested each fiscal year and what items are purchased. RTF also tracks what equipment from the list was purchased, when it was delivered, and what military unit received it.",AcquisitionSystem
acqsys005985,STARS,STARS,SHARED TRANSFORMATION ACQUISITION REGULATION SYSTEM,"Provides and integrates the tools to move the development, implementation, publication and communication of laws, policies and needed changes in the FAR and DFARS from a bureaucratic, lengthy, paper-based process to an electronic web-based process.",AcquisitionSystem
acqsys000595,STEM,STEM,SCIENCE & TECHNOLOGY ENTERPRISE MANAGEMENT,STEM is a collaborative project management systems that will allow Army scientists and engineers stationed throughout the world to work together on designing developing testing procuring producing and sustaining systemss of systemss. STEM will be the authoritative database for Army Technology Objectives.,AcquisitionSystem
acqsys001268,STEM,STEM,SCIENCE & TECHNOLOGY ENTERPRISE MANAGEMENT,"STEM is a collaborative project management systems that will allow Army scientists and engineers stationed throughout the country to work together on designing, developing, testing, procuring, producing, and sustaining systemss of systemss. STEM will be the authoritative database for Army Technology Objectives.",AcquisitionSystem
acqsys002429,STES,STES,SCIENTIFIC AND TECHNICAL ENTERPRISE SYSTEM,"The Scientific and Technical Information (STINFO) Enterprise systems (STES) is a net-centric enterprise systems created to digitize & standardize STINFO processes for the Air Force (AF). It provides a standard source for all Air Force (AF) STINFO training and links to Department of Defense (DoD) and other agency STINFO related websites, an automated wizard to assist in determining the correct Distribution Statements to be placed on STINFO documents, a central listing of all AF STINFO personnel, a standard web-based submittal point for all AF data (e-Gov, Research Summaries, Technical Reports, etc.) provided to the Defense Technical Information Center (DTIC), a tool to assist in federated topical searches of both commercial and military databases and an AF Enterprise wide executive view of STINFO activities. PM: Ted Rose, contact information: ted.rose@wpafb.af.mil, (937) 656-2555",AcquisitionSystem
acqsys001154,STRATEVA,STRATEVA,STRATEVA VISION STRATEGIST,"This S/W builds and maintains an AFFTC roadmap which will leverage upon, merge and integrate information from multiple sources and processes, including the USAF Capabilities Review and Risk Assessment Process (CRRA). The roadmap is required to be a livin",AcquisitionSystem
acqsys060080,STRIPES,STRIPES,STRIPES,"The purpose of STRIPES is to provide the Department of Energy with a centralized enterprise acquisition and financial assistance system. STRIPES provides the tools to assist in the planning, requisitioning, reviewing, awarding, and administering of procurement and financial assistance award instruments. STRIPES tracks both acquisition and financial assistance awards",AcquisitionSystem
acqsys003980,SUBCONLOG,SUBCONLOG,SUBCONTRACTING PLAN LOG,Tracking systems for subcontracting plans,AcquisitionSystem
acqsys013699,SUCSS,SUCSS,SBIRS UNCLASSIFED CRYPTO SUPPORT STAND-ALONES,"The purpose of these maintenance laptops is to provide cryptographic support, such as providing an interface (using hyperterminal), crypto auditing, and troubleshooting to the SBIRS crypto systems in the event of systems failure. The primary function for the laptops is to load cryptographic keys into KG-175 and MK-16/MK-17s in an effort to support the SBIRS mission. All three sites, MCS (Buckley AFB), IMCS-B (Boulder), and MCS-B (Schriever AFB) utilize the same configuration and use them for the same purposes.",AcquisitionSystem
acqsys002438,SVMT,SVMT,SERVICE MANAGEMENT TOOL,"The Service Management Tool (SMT) provides enterprise management (i.e. Asset Management, Delivery Management, Governance, etc.) of the planning, developing and fielding of information services, with a focus on supporting the acquisition process by facilitating service re-use and interoperability. The SMT captures information based upon NESI, the SMT Service Description Framework, and OSDs Net Centric Capability checklist; and provides tests for these services for standard compliance and interoperability through a Web Service Interoperability Toolkit. The Service Management Tool not only manages the technical aspects of these services, but also their metadata such as capabilities, vocabularies, policies, and Communities of Interest (COIs) supported, with appropriate mappings of these elements to the associated services. The SMT also provides guidance for investment recommendations for building and planning services that fulfill gaps and shortfalls exposed in the mission thread SOAs.",AcquisitionSystem
acqsys002439,SWEAP,SWEAP,SECURE WEB-BASED ELECTRONIC ACQUISITION PROGRAM,"SWEAP is a collection of organization-specific suites of databases that provide the ability for on-base and off-base business units to collaborate on the creation of data electronically. Its functionality includes workflow-enabled PCOL creation capabilities, CDRL submission creation, change management tracking, and general document storage.",AcquisitionSystem
acqsys003402,SYSPARS,SYSPARS,JDOCSHELL SYSPARS,"systems: systemss Planning and Requirements Software (SYSPARS) is a multi-service expert application.Benefits: SYSPARS assists Program Managers and Integrated Logistics Support Managers in the preparation of integrated logistics support, supportability planning, and other acquisition and program management documentation. It is designed to enhance productivity and accuracy by providing users with a suite of expertly developed modules that assist in building program planning documents. Through tailored interactive question and answer sessions, SYSPARS assists users in systemsatically considering all issues pertinent to an acquisition program. Decision networks embedded within SYSPARS lead the user through the maze of supportability issues to be considered and a question report capability allows users to view all questions within a document. After completing a module in SYSPARS, a user will have a standardized, systems-specific document that can be readied for submission. SYSPARS allows an efficient and effective way for organizations to plan and execute complicated tasks in a way that adheres to the latest policy and expert guidance. It saves its user organizations numerous man-months of work in creating documents and immeasurable expense by removing omitted and duplicated requirements.SYSPARS incorporates the latest policy and procedures, training information, lessons learned, and expert knowledge experience. SYSPARS produces comprehensive and timely acquisition program documents such as: Acquisition Strategy; Supportability Strategy; Item Unique Identification (IUID) Implementation Plan; PBL Strategy; Materiel Fielding Plan; Provisioning Plan; Performance Based Agreement; ILS Statement of Work; Transportability Report; Diminishing Manufacturing and Material Shortages (DMSMS) Management Plan; systemss Engineering Plan (SEP);Test and Evaluation Master Plan (TEMP).SYSPARS is Government owned and is available at no cost to Government organizations and agencies. Registered users can download and install SYSPARS from the SYSPARS website. AMCs Logistics Support Activity (LOGSA) distributes SYSPARS to approximately 3,000 users throughout the defense acquisition community.There are no additional capabilities.There are no additional functionalities.",AcquisitionSystem
acqsys005645,T-39N,T-39N,T-39N AIRCRAFT,T-39N UNDERGRADUATE NAVAL FLIGHT OFFICER (UNFO) TRAINER,AcquisitionSystem
acqsys001165,T9DS,T9DS,TUNNEL 9 DATA SYSTEMS,Provide operating systemss and data reductions for Tunnel 9 operations.This systems does not meet the criteria for Internal Use Software (IUS) reporting.,AcquisitionSystem
acqsys002441,TABBS,TABBS,THEATER ALLOCATION BUY BUDGET SYSTEM,"Theater Allocation Buy Budget systems (TABBS) is a stand-alone classified (SECRET) server / computer software application. It is NOT hooked up to any network, Class or Unclass. It is designed to support Air Staff functional managers in establishing Air Force conventional munitions requirements and allocating shared or limited munitions assets/resources to other services as well as other Federal departments (DHS). These figures are both derived from and help to create additional requirements for out years within the Non-Nuclear Consumable Annual Analysis (NCAA) systems, MAJCOM Operational plan requirements (SECRET) and other requirements/ sources. In addition, TABB's produces the Detailed Logistics Allocation Report (DLAR) and produces ad-hoc munitions capability assessment reports. Funding for this systems was previously reported in initiative #1116. Accountability and Capitalization (A&C) Suspense: systems IS Internal Use Software (IUS) Is not tracked in EITDR due to not meeting the following for Accountability and Capitalization criteria: NOT meeting the monetary threshold of $100,000.00",AcquisitionSystem
acqsys003996,TARDEC-ACE,TARDEC-ACE,TANK AUTOMOTIVE RESEARCH DEVELOPMENT ENGINEERING CENTER - ADVANCED CENTER ENGINEERING,"The TARDEC-ACE (Advanced Center Engineering) is a research, development, and engineering systems, based on Commercial off the Shelf software (COTS), supporting ground vehicle development, systemss engineering and support activities. The business processes that this systems supports are focused on systems engineering, product data management, design reviews, modeling and simulation, change and configuration management. The goal of this effort is to identify, develop and support standard operating procedures that leverage these COTS based capabilities. Primary systems stakeholders include engineers and members of the acquisition workforce (organizational stakeholders include the RDECs (Research Development Engineering Centers)/Labs, PMOs(Program Management Offices), and Contractors/Industry partners).",AcquisitionSystem
acqsys003997,TAS,TAS,TACOM APPRAISAL SYSTEM,Automated systems for peer performance evaluation.,AcquisitionSystem
acqsys005973,TASK TRACK,TASK TRACK,TASK TRACK COORDINATION,"AT&L correspondence tool including task generation, task tracking, and task completion. Modules include ECS Office of the Legislative Council Tracking systems; ECS Legislative Proposal and Tracking systems; ECS General Accounting Office/Inspector General Reviews; ECS Congressional Reports; and ECS Hearing Actions.",AcquisitionSystem
acqsys004004,TCAN,TCAN,TEAM C4ISR ACQUISITION NETWORK,"The Team C4ISR Acquisition Network (TCAN) provides members of the MilTech Solutions Consortium, and the greater Army Acquisition and DoD community, access to a suite of secure, web-based applications that provides the user community the capability to collaborate and share data. The TCAN environment, supports approximately 10,000-25,000 users across 10 member organizations. Member organizations include PEO C3T, PEO CS&CSS, PEO EIS, PEO IEW&S, JPEO CBRND, RCCTO, AFC CCDC C5ISR Center, AFC CCDC DEVCOM, ASA(ALT) HQ and HQDA G8 FD. MilTech?s TCAN environment provides a comprehensive resource of applications and databases to satisfy user requirements. Areas addressed include business intelligence/decision support, information technology service management, information and document management, personnel management and accountability, program and project management, workforce collaboration, value added services, as well as support for custom offerings and hosted solutions. MilTech?s proven model utilizes a collaborative cost sharing approach to provide relevant tools to meet stakeholder mission requirements.",AcquisitionSystem
acqsys001525,TCMS,TCMS,TECHNICAL CONTRACT MANAGEMENT SYSTEM,"MANAGES A MAJOR, COMPLEX MULTI-MILLION DOLLAR LOGISTICS and TECHNICAL & ENGINEERING SERVICES CONTRACTS (TECHNICAL & ENGINEERING SERVICES CONTRACT IS ACTIVE).",AcquisitionSystem
acqsys016136,TDMS (CTDMP),TDMS (CTDMP),TEST DATA MANAGEMENT SYSTEM (COMPREHENSIVE TEST DATA MANAGEMENT PROGRAM),"Test Data Management systems (TDMS) is used by the Yuma Test Center (YTC) to serve as YTC?s singular, centralized test data management solution. The functional capabilities include the storage, and archival of test data in the form of files. These files (test data) are imported into the systems and appropriate metadata tags are applied to enable efficient search and retrieval. The systems provides the flexibility to generate reports tailored per users' needs. The systems stores the test data and preserves the original file format and these formats include, but not limited to ADMAS BLOB (binary large object), Campbell, GPS, CSV, Plots, Excel, word, PDF, and KML.",AcquisitionSystem
acqsys001158,TECH LIBRARY,TECH LIBRARY,TECH LIBRARY,Integrated library systems that supports all technical library resource inventory,AcquisitionSystem
acqsys001161,TEST FAC PLANT,TEST FAC PLANT,"TEST FACILITY PLANT SYSTEMS (ETF,PWT,VKF,ASTF)","This systems consists of multiple individual systemss that are comprised of servers, workstations, and PCs. Each systems supports a different mission. The VKF Plant Control systemss monitor and control plant conditions during operation of the VKF plant areas. The ETF B-Plant TEC systemss are used to set and control the test environment, altitude, and Mach number of any of the ETF B-Plant Turbine Engine test cells. The ASTF Plant Computers are used for performance monitoring of the ASTF refrigeration and dehumidification equipment and monitoring of the ASTF auxiliary air systems.",AcquisitionSystem
acqsys006467,TESTER,TESTER,TEST & EVALUATION SUPPORT TOOL & EXAMPLE REPOSITORY,"1. PURPOSEWhat the systems does/accomplishes? What are the primary systemsfunctions?The Primary Integrated View of Models & Simulations provides:- An electronic systems Evaluation Plan (eSEP); a web-based tool that linksCritical Operational Issues (COI) to the evaluation measures & related dataelements. There is also the ability to identify new data sources (events orM&S).- An electronic Data Source Matrix (DSM) with the ability to view, modifyand generate a DSM on-line.- Resources to research M&S solutions to evaluation metrics, along with alibrary of related VV&A documents to jump-start the accreditation process oftypical ATEC M&S solutions. A tool is available to search through and filter the library of documents.- Additional functionality has been provided or is under development toallow new and veteran Evaluators research previous evaluation techniques and solutions for similar systemss. This is done through a SEP search tool.2. USERSWho are the users of this systems?Army Evaluation Center employees, outside analytical agencies, Modeling &Simulation (M&S) developersWho does it support?Evaluators and AnalystsDescribe the user community in terms of job roles/functions,organizations, and physical locations.Users use PIVOMS to research previous evaluations and solutions. Tools arereadily available for searching these solutions and the documentationsection of the site.3. INPUTSWhat are the inputs to the systems? Describe the data in generalterms (e.g. training data, contract execution data).Inputs are SEPs and various M&S documentation (Accreditation Plans/Reports,Verification and Validation documents as well)What other systemss feed into the systems?N/AWhat are the user inputs? i.e. training data, contract info., etc.Users use PIVOMS for research and information purposes currently.4. OUTPUTSWhat does the systems produce?PIVOMS is currently an information/relational database only.What other systemss does it feed into? Describe the data sent ingeneral terms.N/A5. BUSINESS PROCESS SUPPORTEDWhich Acquisition process/sub-process does the systems supports? i.e.Program management, Contract execution, etc.PIVOMS supports evaluators in the planning stage. It will enable currentevaluators to leverage all of the previous work from other systemss.How does the systems support the user organizations' mission and activities?One of AEC's major products is the SEP. PIVOMS enables a more robustevaluation and helps round out the planning stages.6. ENTERPRISE SOLUTIONS SUCH AS KNOWLEDGE CEN",AcquisitionSystem
acqsys007443,TESTFACS,TESTFACS,TEST & EVALUATION: US ARMY TEST FACILITIES REGISTER,"U.S. Army Test Facilities Register (TESTFACS) is an application used to store information on test facilities and major instrumentation used at U.S. Army Test and Evaluation Command (ATEC) Subordinate Organizations (SO) in support of their testing and evaluation mission. The Test Technology directorates at both the Headquarters and SO use this information to manage and sustain the facilities and major instrumentation systemss. The data is maintained by technical experts at ATEC's SO, and includes sufficient technical and financial information to support the management/sustainment function. This information is critical to preparing sustainment budgets and allocating fund for maintenance and upgrade based on utilization",AcquisitionSystem
acqsys005842,TG-MIS,TG-MIS,TG-MANAGEMENT INFORMATION SYSTEM (MIS),"The 96TG Management Information systems (96TG-MIS) provides project management data to 96TG staff and Test Managers at the 96th Test Group, Holloman AFB, NM. The MIS is a web-based application with an open architecture based on Oracle information-systemss technology. Information contained within the 96TG-MIS is used to provide easy to use management reports and project officer reports (read only format) enabling Test Group personnel to obtain an accurate, up to date, snapshot of their projects and personnel.",AcquisitionSystem
acqsys001162,THREATS,THREATS,THREATS,Set of interconnected systemss that control threats on the Utah Test Training Range (UTTR).,AcquisitionSystem
acqsys001237,TIGER,TIGER,TOTAL INFORMATION GATEWAY FOR ENTERPRISE RESOURCES,"COMMAND PORTAL PROVIDING ACCESS TO systemsS ACQUISITION systemsS, COLLABORATION TOOLS, ADMINISTRATIVE, MANAGEMENT, and PERSONNEL systemsS.",AcquisitionSystem
acqsys000351,TOPS,TOPS,TRANSPORTATION OPERATIONAL PERSONAL PROPERTY STANDARD SYSTEM,"Automates and standardizes personal property movement, storage and management functions for all DOD and Coast Guard Personal Property Shipping and Processing Offices worldwide (to include privately owned vehicles). Improves movement data tracking and response time. Provides electronic transfer of shipment data, an ad hoc query, and management reporting. Provides financial data in EDI format to the Defense Finance and Accounting Services (DFAS) for carrier and agent payments. Provides data interfaces with other Service systemss.",AcquisitionSystem
acqsys014576,TOPSS,TOPSS,TOTAL OPERATIONAL PICTURE SUPPORT SYSTEM,"TOPSS is the reporting and analysis component of SPOT ES, a joint enterprise suite of systemss employed for the management, tracking, and visibility of contracted capability and contractors authorized to accompany US forces overseas. TOPSS is a secure business intelligence solution that provides dynamic, ad-hoc reporting on a service oriented architecture.",AcquisitionSystem
acqsys005900,TOPVUE (SMC),TOPVUE (SMC),TOPVUE (SMC),TopVue supports the GPS mission by managing contractual data deliverables for GPS programs. It also assists the review and approval process for CCB activity.,AcquisitionSystem
acqsys001115,TPA,TPA,ENGINEER DEVELOPMENT OFFICE TRAINING & PLANNING APPLICATION,"The EDO Training Planning Application (TPA) website for the Engineer Development Flight (EDF) lists the mission, vision and strategy for the EDF, available training courses with descriptions, flight test outreach information and contact information.",AcquisitionSystem
acqsys007002,TPMIS,TPMIS,TEST PROCEDURE MANAGEMENT INFORMATION SYSTEM,TEST PROCEDURE MANAGEMENT INFORMATION systems,AcquisitionSystem
acqsys027875,TRAC,TRAC,TOTAL REPORT OF ACQUISITION CAPACITY,"The Total Report of Acquisition Capacity (aka. National IDIQ Database) is a secure, CAC enabled USACE-wide tool used by Project Managers and Contracting personnel to easily search the enterprise for available IDIQ contracts and their capacities in real-time. The user can earmark and reserve available contract capacity which eliminates duplicate efforts in requirements generation and contractual services saving time, money, and manpower. The tool is also used to report to the Contracting community how much total capacities, reserved capacities, remaining capacities, and capacities burn rate, etc. The information is used by the Districts/Centers/Divisions/HQ for monthly reporting requirements as well as to inform contracting offices on which IDIQ contracts need to replacing in each Division. Simply put the TRAC enables USACE to leverage existing IDIQ contracts to deliver the mission faster and cheaper; it's strategic sourcing/Better Buying Power!Tracking Tool for IDIQ Contracts: Search by Category, Contract Number or Contractor (multiple/All Corps Districts in one place) Find the right Contract that fits the Projects SOW (also Geographic Area) Confirm there is Capacity Available. Automated subtraction from Contract Max Capacity (when pulled from CEFMS) TO obligations and TOs obligated by other districts, de-obligations and Capacity reservation. Confirm Contract Expiration Date (get Task Order Awarded before it expires) Confirm MAX Task Order limit Confirm Firm Size (SB, Large etc.) Confirm if you need to do a Fair Opportunity Memo and see Contracts under the same solicitation. View the Sub-Contractors Submit automated Capacity Request. Administrative Tool for IDIQ Contracts: Identify Contract award date, expiration dates and Option Years (1 yr. base with 4 one year options etc.) Identify the CT and Capacity POC for each Contract Manage Capacity Usage (automated approval/denial for each capacity request) Manage Capacity Usage (spread the wealth by not letting all work go to the same contractor) Track Usage Rate - burn rate by each contract to determine when to start the process for get a New IDIQ in place. Track Period of Performance Expiration Date - (And, Expiration Date for letter of intent) Track the process for getting the Option Exercise by the correct deadline. Reports from Database: List of ALL District Contracts (sorted by Category) List of Capacity Request waiting approval List of Option",AcquisitionSystem
acqsys002476,TRTS,TRTS,TECHNICAL REPORT TRACKING SYSTEM,This systems is used by the Wright Research Site STINFO office to track the status of technical report due dates and filing locations.,AcquisitionSystem
acqsys009249,TSP,TSP,TEST SUPPORT PLAN,The TSP report provides managers with information regarding a reimbursable cost estimate for a particular JON using detailed reports sorted by Cost Center and P&S Code or Category. These reports support a statement of capability.,AcquisitionSystem
acqsys001163,TSPI PFPS,TSPI PFPS,TIME-SPACE POSITION INFORMATION POST-FLIGHT PROCESSING SYSTEM,"TSR: The PFPS systemss are the primary computers for processing TSPI data in post-flight mode. Consists of three Dec-Alphas along with 12 terminals. TSPI RTPS, commonly referred to as RADAPS, is a legacy systems that collects data from local or off-site",AcquisitionSystem
acqsys001164,TSPI/RTPS,TSPI/RTPS,TIME-SPACE POSITION INFORMATION REAL-TIME PROCESSING SYSTEM,"TSR: Consists of Dec 5000, Dec Alphas, and rack mounted computers with subsystemss identified as TECCS, RADAPS, ACGEN, and Allen-Osborne Reference Receiver (GPS).",AcquisitionSystem
acqsys007455,TSS,TSS,THREAT SIGNAL INTELLIGENCE (SIGINT) SIMULATOR,"This systems demonstrates the capability of one or more mobile AIDS assets to move about in a wireless environment and transmit real-time on-board data to observations, analysis, and data fusion facilites.",AcquisitionSystem
acqsys006554,TSV,TSV,THEATER SUPPORT VESSEL,"Supports operational movement, repositioning, and sustainment of combat forces during the Army's Transformation",AcquisitionSystem
acqsys006548,TUAV,TUAV,TACTICAL UNMANNED AERIAL VEHICLE,"The TUAV is a real time, operator-in-the-loop simulation of a Heron UAV. The TUAV is capable of launching a simple weapon against ground-based strutures. The TUAV uplink and downlink communications are modeled such that EW jamming effects will be seen. The TUAV will reside in the APEX Lab.",AcquisitionSystem
acqsys009534,TV PDMS,TV PDMS,TACTICAL VEHICLE PRODUCT DATA MANAGEMENT SYSTEM,"PURPOSE: A web based software application that provides customer (soldier) and Field Service Representatives, (FSR) contractors the ability to collect and disseminate information about worldwide combat support vehicle fleets. The systems also provides Engineering Change, Material Review Board (MRB), uniquely tailored Configuration Management data and contract administration support. (This systems has been created to replace both the GoFMTV and IPDMS)USERS: All Army organizations equiped with vehicles from the family of Medium Tactical Vehicles. Soldiers, Contractor Field Service Representatives worldwide.INPUTS: Narrative reports reflecting specific vehicle issues, many of which can be acted on by the product manager staff within 24 hours. Engineering comments to proposed Configuration Management issues.OUTPUTS: Specifically tailored reports formated as the product manger staff desires. Configuration Management change request comments.BUSINESS PROCESSES SUPPORTED: This systems supports with instantiations data: Program Management, contract administration and execution, technical management, logistics issuesENTERPRISE SOLUTIONS: This is a product specific data collection systems desired by the Product Manager Armored systems Vehicle and others.",AcquisitionSystem
acqsys006734,TVS,TVS,TTSARB VOTING SYSTEM,"This is a website that staffs draft DoN Disclosure Decisions (TTSARBs) to cognizant parties, collects their on-line votes, and maintains a historical track of actions taken. The systems is Windows SharePoint Services based. systems maintenance is handled by security cleared IT contractors. Information is maintained by NIPO personnel. This systems contains Classified information.",AcquisitionSystem
acqsys002480,TWES,TWES,TEST WING ENTERPRISE SYSTEM,"TWES is a Government developed and maintained web-enabled application. Management and decision supported for the 46TW. Supports the scheduling of and historical data for Testing at the 46th Test Wing. This includes management review of Test Wing Processes on a periodic basis. It is also used to prepare correspondence, provide event/workflow tracking, manage project job order numbers, maintain engineer information lists, calculate costs and manage 46 Test Wing mission completion statuses.",AcquisitionSystem
acqsys011947,TWSASE,TWSASE,46TW STAND ALONE SYSTEM ENVIRONMENT,"The function of the TWSASE is to ensure standalone computer systemss are available to authorized users. TWSASE resources consist of all hardware, software, and firmware used to support the electronic creation, manipulation and storage of information by stand-alone government computers using commercial off-the-shelf (COTS) and Government off-the-shelf (GOTS) developed software. TWSASE includes workstations, laptops, and stand-alone assets.",AcquisitionSystem
acqsys006236,TYAD,TYAD-SOLICIT,BID SOLICITATION TRACKING,"Answering inquiries, also to print bidder mailing lists, labels, and bid results to various organizations.",AcquisitionSystem
acqsys006237,TYAD,TYAD-CONTRACT,BIDED & AWARDED CONTRACTS,"Used for management decision making, accountability of future and current workload, to maintain the status of contract actions.",AcquisitionSystem
acqsys006248,TYAD,TYAD-CIP,CAPITAL INVESTMENT PROGRAM DB,"Provides recording of capital investment projects, awards and costs, FEP projects and FEP repairs.",AcquisitionSystem
acqsys006428,TYAD,TYAD-CREDIT,NATIONS BANK CARD TRACKING,Database tracks employee Government Travel Credit Cards,AcquisitionSystem
acqsys017388,UCTRS,UCTRS,USW CTO TECHNOLOGY ROADMAPPING SYSTEM,"A software tool that provides the ability for users to: 1) Anticipate and plan for future warfighter requirements and technology developments that will impact current and next-generation cababilities, 2) More accurately forecast the future of planned products and align project selection with organizational goals, 3) Share real-time product and technology roadmaps with distributed teams, acquisition program offices, and stakeholders to reduce business risk and drive broad participation in the planning process, and 4) Tightly link day-to-day operational activities with strategic technology development initiatives.This pilot installation will allow SEA073/Undersea Warfare Chief Technology Office to 1) Turn strategic technology roadmapping into a dynamic, living process, 2) Enable living strategic technology roadmaps that evolve with warfighter needs and requirements, 3) Create more Easily-understood, Insightful views of the future, 4) Synchronize Science &Technology development strategies from the Naval Research Enterprises, government laboratories, and commercial Industry with stakeholders such us acquisition resource sponsors, warfighting requirements developers, and Naval leadership in general. Tool will be used to create Technology Roadmaps mapping PEO Submarine program office Science and Technology current and future programs and investments. This is a web based tool that will be accessed via login with username and password by licensed users from CAC enabled clients within PEO Subs. Input is manual user input or upload of Microsoft office tools to include Word documents, Excel spreadsheets and Project files. Data Files: Consists of any documents related to technology Roadmapping within team submarine programs. Data will be displayed internal to the systems as a roadmap and can be depicted in multiple table and chart formats that exist in Microsoft excel. Although print capability exist there is no plan to use printouts. The systems is web based and users can view data via SharePoint. There will be no external reports generated by the systems. Data will be backed up daily.",AcquisitionSystem
acqsys001553,UEFORMS,UEFORMS,UNCLASSIFIED NAVAL NUCLEAR PROPULSION INFORMATION ELECTRONIC ENGINEERING FORMS,UEFORMS Website provides access to various Navy engineering forms and allows authorized users access via a single point of entry and serves as a modular developed workflow software application and repository for completed engineering forms.,AcquisitionSystem
acqsys060081,UFMS,UFMS,Unified Financial Management System (UFMS),"UFMS is an integrated solution that combines and replaces six core financial management and multiple procurement systems operating across the Department of Justice (DOJ). It streamlines and standardizes business processes and procedures across all Components, providing secure, accurate, timely, and useful financial data to financial and program managers across the department, and produce Component and department-level financial statements. In addition, the system assists the DOJ by improving financial management performance and aid DOJ Components in addressing the material weaknesses and non-conformances in internal controls, accounting standards, and systems security. The system provides consolidated management information, and the capability to meet all mandatory requirements of the Federal Acquisition Regulation (FAR) and the Justice Acquisition Regulations (JAR).",AcquisitionSystem
acqsys008741,UNIPO,UNIPO,UNCLASSIFIED NIPO WEB SERVERS,"This record was created to provide consistency between the systems Security Authorization Agreement (SSAA) title description, the Authority to Operate (ATO) letter description and the DITPR-DON database. The Unclassified NIPO Web Servers is the parent of the associated child systemss listed below.",AcquisitionSystem
acqsys015081,USIC,USIC,UNMANNED SYSTEMS INFORMATION CATALOG,"The systems should be available to the entire DoD to search and retrieve information on approximately 150 vehicles. The data needs to be broken out by type of vehicle, operating domain, mission and further categories. An administration module is required to allow selected users to add, modify and delete information for the systemss. There are currently a fixed number of data fields. Report pages with individual vehicles and lists of vehicles that satisfy a search should be available. It is preferred that this systems be available through a web interface. Users will be spread across all components of the DoD from many locations around the globe. The information in the systems is FOUO.",AcquisitionSystem
acqsys001467,USXPORTS,USXPORTS,UNITED STATES EXPORTS SYSTEM,"USXPORTS is a $30 million plus, mission essential IT systems, which is having a positive and lasting impact on our national security, homeland defense, and the US economy. Its development was driven by the vision of the Office of the Under Secretary of De",AcquisitionSystem
acqsys002488,VAES,VAES,AIR VEHICLES ENTERPRISE SYSTEM,"The Air Vehicles Enterprise systems (VAES) supports the Air Force Research Laboratory (AFRL), Air Vehicles Directorate (RB) mission by providing unique mission essential functionality to AFRL/RB by providing and supporting such capability as: electronic Laboratory Management Reviews (LMRs), directorate change management processes, program and project management, dashboards, and other functionality. The data contained within the systems is used solely by AFRL/RB and is not fed to any other systems. The systems is web based and access is controlled through the use of PKI. It is accessible only within the .af.mil network.This systems does not meet the criteria for Internal Use Software (IUS) reporting.",AcquisitionSystem
