srsID:ID,name,System Requirement Specification (SRS) Text,System Requirement Specification (SRS) Text Only,:LABEL
smb0090000,SMB-09,SMB-09 The system shall generate an exception report to notify agencies of contracts that may require modification.,The system shall generate an exception report to notify agencies of contracts that may require modification.,Requirement
smb0090100,SMB-09.01,SMB-09.01 The system shall generate an exception report to include a list of selected vendor ID numbers.,The system shall generate an exception report to include a list of selected vendor ID numbers.,Requirement
smb0090200,SMB-09.02,SMB-09.02 The system shall generate an exception report to include details of the SAM company name change.,The system shall generate an exception report to include details of the SAM company name change.,Requirement
smb0090300,SMB-09.03,SMB-09.03 The system shall generate an exception report to include related obligation document numbers.,The system shall generate an exception report to include related obligation document numbers.,Requirement
smb0090400,SMB-09.04,SMB-09.04 The system shall generate an exception report to include associated vendor names.,The system shall generate an exception report to include associated vendor names.,Requirement
smb0100000,SMB-10,SMB-10 The system shall prevent users from manually updating SAM vendor data for vendors required to register in the SAM.,The system shall prevent users from manually updating SAM vendor data for vendors required to register in the SAM.,Requirement
smb0110000,SMB-11,SMB-11 The system shall maintain a history of changes made to vendor information.,The system shall maintain a history of changes made to vendor information.,Requirement
smb0110100,SMB-11.01,SMB-11.01 The system shall capture the name of the data item changed in the history of changes made to vendor information.,The system shall capture the name of the data item changed in the history of changes made to vendor information.,Requirement
smb0110200,SMB-11.02,SMB-11.02 The system shall capture the before and after values of the data item changed in the history of changes made to vendor information.,The system shall capture the before and after values of the data item changed in the history of changes made to vendor information.,Requirement
smb0110300,SMB-11.03,SMB-11.03 The system shall capture the date and time of the data item changed in the history of changes made to vendor information.,The system shall capture the date and time of the data item changed in the history of changes made to vendor information.,Requirement
smb0110400,SMB-11.04,SMB-11.04 The system shall capture the ID of the user who made the change in the history of changes made to vendor information.,The system shall capture the ID of the user who made the change in the history of changes made to vendor information.,Requirement
smb0120000,SMB-12,SMB-12 The system shall prevent changes made to vendor data on acquisition documents from changing the main vendor database.,The system shall prevent changes made to vendor data on acquisition documents from changing the main vendor database.,Requirement
smb0130000,SMB-13,SMB-13 The system shall prevent changes made in the main vendor database form changing the vendor data on acquisition documents.,The system shall prevent changes made in the main vendor database form changing the vendor data on acquisition documents.,Requirement
smb0140000,SMB-14,SMB-14 The system shall prevent duplicate vendor ID numbers.,The system shall prevent duplicate vendor ID numbers.,Requirement
smb0150000,SMB-15,SMB-15 The system shall query changes made to vendor information.,The system shall query changes made to vendor information.,Requirement
smb0150100,SMB-15.01,SMB-15.01 The system shall query by the vendor ID number parameter.,The system shall query by the vendor ID number parameter.,Requirement
smb0150200,SMB-15.02,SMB-15.02 The system shall query by the date range of change.,The system shall query by the date range of change.,Requirement
smb0160000,SMB-16,SMB-16 The system shall generate results based upon query changes to vendor information.,The system shall generate results based upon query changes to vendor information.,Requirement
smb0160100,SMB-16.01,SMB-16.01 The system shall generate results to include vendor ID number.,The system shall generate results to include vendor ID number.,Requirement
smb0160200,SMB-16.02,SMB-16.02 The system shall generate results to include vendor name.,The system shall generate results to include vendor name.,Requirement
smb0160300,SMB-16.03,SMB-16.03 The system shall generate results to include date and time of change.,The system shall generate results to include date and time of change.,Requirement
smb0160400,SMB-16.04,SMB-16.04 The system shall generate results to include ID of user who made the change.,The system shall generate results to include ID of user who made the change.,Requirement
smb0160500,SMB-16.05,SMB-16.05 The system shall generate results to include name of data item changed.,The system shall generate results to include name of data item changed.,Requirement
smb0160600,SMB-16.06,SMB-16.06 The system shall generate results to include the before and after data values that changed.,The system shall generate results to include the before and after data values that changed.,Requirement
sme0010000,SME-01,"SME-01 The system shall provide the capability to assign a document type for each document, which shall allow for defined system processing.","The system shall provide the capability to assign a document type for each document, which shall allow for defined system processing.",Requirement
sme0020000,SME-02,SME-02 The system shall provide the capability to generate current Department of Defense (DD) forms prescribed in DFARS 253 and the Standard (SF) and Optional (OF) forms prescribed in FAR 53.,The system shall provide the capability to generate current Department of Defense (DD) forms prescribed in DFARS 253 and the Standard (SF) and Optional (OF) forms prescribed in FAR 53.,Requirement
sme0030000,SME-03,SME-03 The system shall provide the capability to interface all DD forms and SF forms.,The system shall provide the capability to interface all DD forms and SF forms.,Requirement
sme0040000,SME-04,SME-04 The system shall provide the capability to capture a Contract Security Classification Specification (DD 254).,The system shall provide the capability to capture a Contract Security Classification Specification (DD 254).,Requirement
sme0050000,SME-05,SME-05 The system shall provide the capability to capture system-defined checklists.,The system shall provide the capability to capture system-defined checklists.,Requirement
sme0060000,SME-06,SME-06 The system shall provide the capability to capture charters.,The system shall provide the capability to capture charters.,Requirement
sme0060100,SME-06.01,SME-06.01 The system shall provide the capability to capture detailed information within a charter.,The system shall provide the capability to capture detailed information within a charter.,Requirement
sme0060200,SME-06.02,SME-06.02 The system shall provide the capability to capture signature pages within a charter.,The system shall provide the capability to capture signature pages within a charter.,Requirement
sme0070000,SME-07,SME-07 The system shall provide the capability to capture appointment letters.,The system shall provide the capability to capture appointment letters.,Requirement
sme0080000,SME-08,SME-08 The system shall provide the capability to capture a digital signature for an executable procurement/assistance document.,The system shall provide the capability to capture a digital signature for an executable procurement/assistance document.,Requirement
sme0090000,SME-09,SME-09 The system shall provide the capability to capture all preceding information for a document.,The system shall provide the capability to capture all preceding information for a document.,Requirement
sme0100000,SME-10,SME-10 The system shall provide the capability to associate a document with another document.,The system shall provide the capability to associate a document with another document.,Requirement
sme0110000,SME-11,SME-11 The system shall provide the capability to capture user-defined text for a document.,The system shall provide the capability to capture user-defined text for a document.,Requirement
sme0120000,SME-12,SME-12 The system shall provide the capability to update workflow history when a document number has been changed.,The system shall provide the capability to update workflow history when a document number has been changed.,Requirement
sme0130000,SME-13,SME-13 The system shall provide the capability to copy a document.,The system shall provide the capability to copy a document.,Requirement
sme0140000,SME-14,SME-14 The system shall provide the capability to exclude unique identifiers when copying a document.,The system shall provide the capability to exclude unique identifiers when copying a document.,Requirement
sme0150000,SME-15,SME-15 The system shall provide the capability to exclude workflow history when copying a document.,The system shall provide the capability to exclude workflow history when copying a document.,Requirement
sme0160000,SME-16,SME-16 The system shall provide the capability to delete documents IAW document retention and archiving parameters.,The system shall provide the capability to delete documents IAW document retention and archiving parameters.,Requirement
sme0170000,SME-17,SME-17 The system shall provide the capability to identify a document as “draft.”,The system shall provide the capability to identify a document as “draft.”,Requirement
sme0180000,SME-18,SME-18 The system shall provide the capability to identify a document as “approved.”,The system shall provide the capability to identify a document as “approved.”,Requirement
sme0190000,SME-19,SME-19 The system shall provide the capability to identify a document as “executed.”,The system shall provide the capability to identify a document as “executed.”,Requirement
sme0200000,SME-20,SME-20 The system shall provide the capability to identify a Contract Action Report (CAR) as “finalized.”,The system shall provide the capability to identify a Contract Action Report (CAR) as “finalized.”,Requirement
sme0210000,SME-21,SME-21 The system shall provide the capability to identify a document as “cancelled.”,The system shall provide the capability to identify a document as “cancelled.”,Requirement
sme0220000,SME-22,SME-22 The system shall provide the capability to identify a document as “terminated.”,The system shall provide the capability to identify a document as “terminated.”,Requirement
sme0230000,SME-23,SME-23 The system shall provide the capability to create metadata for documents.,The system shall provide the capability to create metadata for documents.,Requirement
sme0240000,SME-24,SME-24 The system shall provide the capability to modify metadata for documents.,The system shall provide the capability to modify metadata for documents.,Requirement
sme0250000,SME-25,SME-25 The system shall provide the capability to delete metadata for documents.,The system shall provide the capability to delete metadata for documents.,Requirement
sme0260000,SME-26,SME-26 The system shall provide the capability to associate metadata with a document and have it visually identifiable within the Graphical User Interface (GUI).,The system shall provide the capability to associate metadata with a document and have it visually identifiable within the Graphical User Interface (GUI).,Requirement
sme0270000,SME-27,SME-27 The system shall provide the capability to report on metadata.,The system shall provide the capability to report on metadata.,Requirement
sme0280000,SME-28,SME-28 The system shall provide the capability to create document-specific attributes.,The system shall provide the capability to create document-specific attributes.,Requirement
sme0290000,SME-29,SME-29 The system shall provide the capability to modify document-specific attributes.,The system shall provide the capability to modify document-specific attributes.,Requirement
sme0300000,SME-30,SME-30 The system shall provide the capability to delete document-specific attributes.,The system shall provide the capability to delete document-specific attributes.,Requirement
sme0310000,SME-31,SME-31 The system shall provide the capability to generate a visual representation of the ECF referred to as the “Reference Tree”.,The system shall provide the capability to generate a visual representation of the ECF referred to as the “Reference Tree”.,Requirement
sme0320000,SME-32,SME-32 The system shall provide the capability to manage the Reference Tree by expanding/collapsing ECF folders and subfolders.,The system shall provide the capability to manage the Reference Tree by expanding/collapsing ECF folders and subfolders.,Requirement
sme0330000,SME-33,"SME-33 The system shall provide the capability to view the document history, which shall include all associated documentation.","The system shall provide the capability to view the document history, which shall include all associated documentation.",Requirement
sme0340000,SME-34,"SME-34 The system shall provide the capability to view the line item history, which shall include all associated information.","The system shall provide the capability to view the line item history, which shall include all associated information.",Requirement
sme0350000,SME-35,SME-35 The system shall provide the capability to open documents from within the Reference Tree.,The system shall provide the capability to open documents from within the Reference Tree.,Requirement
sme0360000,SME-36,SME-36 The system shall provide the capability to view documents from within the Reference Tree.,The system shall provide the capability to view documents from within the Reference Tree.,Requirement
sme0370000,SME-37,SME-37 The system shall provide the capability to restrict the Reference Tree to documents accessible by the user.,The system shall provide the capability to restrict the Reference Tree to documents accessible by the user.,Requirement
sme0380000,SME-38,SME-38 The system shall capture acquisition documents.,The system shall capture acquisition documents.,Requirement
sme0380100,SME-38.01,SME-38.01 The system shall capture PRs.,The system shall capture PRs.,Requirement
sme0380200,SME-38.02,SME-38.02 The system shall capture PR amendments.,The system shall capture PR amendments.,Requirement
sme0380300,SME-38.03,SME-38.03 The system shall capture acquisition plans.,The system shall capture acquisition plans.,Requirement
sme0380400,SME-38.04,SME-38.04 The system shall capture synopses.,The system shall capture synopses.,Requirement
sme0380500,SME-38.05,SME-38.05 The system shall capture solicitations.,The system shall capture solicitations.,Requirement
sme0380600,SME-38.06,SME-38.06 The system shall capture solicitation amendments.,The system shall capture solicitation amendments.,Requirement
sme0380700,SME-38.07,SME-38.07 The system shall capture contracts.,The system shall capture contracts.,Requirement
sme0380800,SME-38.08,SME-38.08 The system shall capture contract modifications.,The system shall capture contract modifications.,Requirement
sme0380900,SME-38.09,SME-38.09 The system shall capture orders.,The system shall capture orders.,Requirement
sme0381000,SME-38.10,SME-38.10 The system shall capture order modifications.,The system shall capture order modifications.,Requirement
sme0381100,SME-38.11,SME-38.11 The system shall capture BOAs.,The system shall capture BOAs.,Requirement
sme0381200,SME-38.12,SME-38.12 The system shall capture basic agreements.,The system shall capture basic agreements.,Requirement
sme0381300,SME-38.13,SME-38.13 The system shall capture BPAs.,The system shall capture BPAs.,Requirement
sme0381400,SME-38.14,SME-38.14 The system shall capture modifications to agreements.,The system shall capture modifications to agreements.,Requirement
sme0381500,SME-38.15,SME-38.15 The system shall capture receiving reports.,The system shall capture receiving reports.,Requirement
sme0381600,SME-38.16,SME-38.16 The system shall capture payment authorizations.,The system shall capture payment authorizations.,Requirement
sme0381700,SME-38.17,SME-38.17 The system shall capture acceptance reports.,The system shall capture acceptance reports.,Requirement
sme0390000,SME-39,SME-39 The system shall capture the source system identifier on documents imported.,The system shall capture the source system identifier on documents imported.,Requirement
sme0400000,SME-40,SME-40 The system shall capture the source system document number on documents imported.,The system shall capture the source system document number on documents imported.,Requirement
sme0410000,SME-41,SME-41 The system shall allow documents to be user-generated online.,The system shall allow documents to be user-generated online.,Requirement
sme0420000,SME-42,SME-42 The system shall allow documents to be system generated.,The system shall allow documents to be system generated.,Requirement
sme0430000,SME-43,SME-43 The system shall allow documents to be imported from other stand-alone or interfaced systems.,The system shall allow documents to be imported from other stand-alone or interfaced systems.,Requirement
sme0440000,SME-44,SME-44 The system shall process acquisition documents.,The system shall process acquisition documents.,Requirement
sme0440100,SME-44.01,SME-44.01 The system shall process PRs.,The system shall process PRs.,Requirement
sme0440200,SME-44.02,SME-44.02 The system shall process PR amendments.,The system shall process PR amendments.,Requirement
sme0440300,SME-44.03,SME-44.03 The system shall process acquisition plans.,The system shall process acquisition plans.,Requirement
sme0440400,SME-44.04,SME-44.04 The system shall process synopses.,The system shall process synopses.,Requirement
sme0440500,SME-44.05,SME-44.05 The system shall process solicitations.,The system shall process solicitations.,Requirement
sme0440600,SME-44.06,SME-44.06 The system shall process solicitation amendments.,The system shall process solicitation amendments.,Requirement
sme0440700,SME-44.07,SME-44.07 The system shall process contracts.,The system shall process contracts.,Requirement
sme0440800,SME-44.08,SME-44.08 The system shall process contract modifications.,The system shall process contract modifications.,Requirement
sme0440900,SME-44.09,SME-44.09 The system shall process orders.,The system shall process orders.,Requirement
sme0441000,SME-44.10,SME-44.10 The system shall process order modifications.,The system shall process order modifications.,Requirement
sme0441100,SME-44.11,SME-44.11 The system shall process BOAs.,The system shall process BOAs.,Requirement
sme0441200,SME-44.12,SME-44.12 The system shall process basic agreements.,The system shall process basic agreements.,Requirement
sme0441300,SME-44.13,SME-44.13 The system shall process BPAs.,The system shall process BPAs.,Requirement
sme0441400,SME-44.14,SME-44.14 The system shall process modifications to agreements.,The system shall process modifications to agreements.,Requirement
sme0441500,SME-44.15,SME-44.15 The system shall process receiving reports.,The system shall process receiving reports.,Requirement
sme0441600,SME-44.16,SME-44.16 The system shall process payment authorizations.,The system shall process payment authorizations.,Requirement
sme0441700,SME-44.17,SME-44.17 The system shall process acceptance reports.,The system shall process acceptance reports.,Requirement
sme0450000,SME-45,SME-45 The system shall maintain error records with the associated documents until they have been resolved.,The system shall maintain error records with the associated documents until they have been resolved.,Requirement
sme0460000,SME-46,SME-46 The system shall suspend further processing of documents that fail rejection level validation edits.,The system shall suspend further processing of documents that fail rejection level validation edits.,Requirement
sme0470000,SME-47,SME-47 The system shall notify the originator of the failure when documents have been suspended.,The system shall notify the originator of the failure when documents have been suspended.,Requirement
sme0480000,SME-48,SME-48 The system shall allow users to hold documents for data entry completion at a later date.,The system shall allow users to hold documents for data entry completion at a later date.,Requirement
sme0490000,SME-49,SME-49 The system shall allow users to hold documents for processing at a later date.,The system shall allow users to hold documents for processing at a later date.,Requirement
sme0500000,SME-50,SME-50 The system shall distinctly identify held documents from suspended documents.,The system shall distinctly identify held documents from suspended documents.,Requirement
sme0510000,SME-51,SME-51 The system shall allow suspended documents to be unsuspended when the situation that caused the suspense has been corrected.,The system shall allow suspended documents to be unsuspended when the situation that caused the suspense has been corrected.,Requirement
sme0520000,SME-52,SME-52 The system shall allow authorized users to continue the processing of select suspended or held documents after edit corrections have been entered.,The system shall allow authorized users to continue the processing of select suspended or held documents after edit corrections have been entered.,Requirement
sme0530000,SME-53,SME-53 The system shall allow authorized users to continue the processing of select suspended or held documents even if edits/corrections have not been entered.,The system shall allow authorized users to continue the processing of select suspended or held documents even if edits/corrections have not been entered.,Requirement
sme0540000,SME-54,SME-54 The system shall allow authorized users to cancel processed documents.,The system shall allow authorized users to cancel processed documents.,Requirement
sme0550000,SME-55,SME-55 The system shall allow authorized users to delete held or suspended documents.,The system shall allow authorized users to delete held or suspended documents.,Requirement
sme0560000,SME-56,SME-56 The system shall capture financial changes to acquisition document.,The system shall capture financial changes to acquisition document.,Requirement
sme0570000,SME-57,SME-57 The system shall notify the Core financial system of financial changes to acquisition document.,The system shall notify the Core financial system of financial changes to acquisition document.,Requirement
sme0580000,SME-58,SME-58 The system shall capture nonfinancial changes to an acquisition document.,The system shall capture nonfinancial changes to an acquisition document.,Requirement
sme0590000,SME-59,SME-59 The system shall have the capability to associate one document with multiple documents.,The system shall have the capability to associate one document with multiple documents.,Requirement
sme0590100,SME-59.01,SME-59.01 The system shall have the capability to associate one solicitation with multiple PRs.,The system shall have the capability to associate one solicitation with multiple PRs.,Requirement
sme0590200,SME-59.02,SME-59.02 The system shall have the capability to associate multiple awards with one PR.,The system shall have the capability to associate multiple awards with one PR.,Requirement
sme0600000,SME-60,SME-60 The system shall capture the current system processing status on all documents.,The system shall capture the current system processing status on all documents.,Requirement
sme0610000,SME-61,"SME-61 The system shall provide the ability to reopen a closed document to allow further processing against it, without requiring a new or amended document number.","The system shall provide the ability to reopen a closed document to allow further processing against it, without requiring a new or amended document number.",Requirement
sme0620000,SME-62,SME-62 The system shall capture additional information on generated documents.,The system shall capture additional information on generated documents.,Requirement
sme0620100,SME-62.01,SME-62.01 The system shall capture external system identifiers on generated documents.,The system shall capture external system identifiers on generated documents.,Requirement
sme0620200,SME-62.02,SME-62.02 The system shall capture external system document number on generated documents.,The system shall capture external system document number on generated documents.,Requirement
sme0630000,SME-63,SME-63 The system shall provide a PR history report by document number.,The system shall provide a PR history report by document number.,Requirement
sme0630100,SME-63.01,SME-63.01 The system shall include the purchase request in the PR history report.,The system shall include the purchase request in the PR history report.,Requirement
sme0630200,SME-63.02,SME-63.02 The system shall include changes in status in the PR history report.,The system shall include changes in status in the PR history report.,Requirement
sme0630300,SME-63.03,SME-63.03 The system shall include the date of status change in the PR history report.,The system shall include the date of status change in the PR history report.,Requirement
sme0630400,SME-63.04,SME-63.04 The system shall include the assignee or approver’s name that created the status change in the PR history report.,The system shall include the assignee or approver’s name that created the status change in the PR history report.,Requirement
sme0630500,SME-63.05,SME-63.05 The system shall include the assignee or approver’s organization that created the status change in the PR history report.,The system shall include the assignee or approver’s organization that created the status change in the PR history report.,Requirement
sme0630600,SME-63.06,SME-63.06 The system shall include the origination in the PR history report.,The system shall include the origination in the PR history report.,Requirement
sme0630700,SME-63.07,SME-63.07 The system shall include the conversion in the PR history report.,The system shall include the conversion in the PR history report.,Requirement
sme0630800,SME-63.08,SME-63.08 The system shall include the receipt in the PR history report.,The system shall include the receipt in the PR history report.,Requirement
sme0630900,SME-63.09,SME-63.09 The system shall include the acceptance in the PR history report.,The system shall include the acceptance in the PR history report.,Requirement
sme0631000,SME-63.10,SME-63.10 The system shall include the rejection in the PR history report.,The system shall include the rejection in the PR history report.,Requirement
sme0631100,SME-63.11,SME-63.11 The system shall include the validation in the PR history report.,The system shall include the validation in the PR history report.,Requirement
sme0631200,SME-63.12,SME-63.12 The system shall include the assignment in the PR history report.,The system shall include the assignment in the PR history report.,Requirement
sme0631300,SME-63.13,SME-63.13 The system shall include the consolidation in the PR history report.,The system shall include the consolidation in the PR history report.,Requirement
sme0631400,SME-63.14,SME-63.14 The system shall include the pending approval in the PR history report.,The system shall include the pending approval in the PR history report.,Requirement
sme0631500,SME-63.15,SME-63.15 The system shall include the approval in the PR history report.,The system shall include the approval in the PR history report.,Requirement
sme0631600,SME-63.16,SME-63.16 The system shall include if the PR is on hold in the PR history report.,The system shall include if the PR is on hold in the PR history report.,Requirement
sme0631700,SME-63.17,SME-63.17 The system shall include if the PR is suspended in the PR history report.,The system shall include if the PR is suspended in the PR history report.,Requirement
sme0631800,SME-63.18,SME-63.18 The system shall include if the PR is cancelled in the PR history report.,The system shall include if the PR is cancelled in the PR history report.,Requirement
sme0631900,SME-63.19,SME-63.19 The system shall include if the PR is deleted in the PR history report.,The system shall include if the PR is deleted in the PR history report.,Requirement
sme0640000,SME-64,SME-64 The system shall provide a solicitation history report by document number.,The system shall provide a solicitation history report by document number.,Requirement
sme0640100,SME-64.01,SME-64.01 The system shall include the solicitation in the solicitation history report.,The system shall include the solicitation in the solicitation history report.,Requirement
sme0640200,SME-64.02,SME-64.02 The system shall include changes in status in the solicitation history report.,The system shall include changes in status in the solicitation history report.,Requirement
sme0640300,SME-64.03,SME-64.03 The system shall include the date of status change in the solicitation history report.,The system shall include the date of status change in the solicitation history report.,Requirement
sme0640400,SME-64.04,SME-64.04 The system shall include the assignee or approver’s name that created the status change in the solicitation history report.,The system shall include the assignee or approver’s name that created the status change in the solicitation history report.,Requirement
sme0640500,SME-64.05,SME-64.05 The system shall include the assignee or approver’s organization that created the status change in the solicitation history report.,The system shall include the assignee or approver’s organization that created the status change in the solicitation history report.,Requirement
sme0640600,SME-64.06,SME-64.06 The system shall include solicitations being prepared in the solicitation history report.,The system shall include solicitations being prepared in the solicitation history report.,Requirement
sme0640700,SME-64.07,SME-64.07 The system shall include issued solicitations in the solicitation history report.,The system shall include issued solicitations in the solicitation history report.,Requirement
sme0640800,SME-64.08,SME-64.08 The system shall include active/open solicitations in the solicitation history report.,The system shall include active/open solicitations in the solicitation history report.,Requirement
sme0640900,SME-64.09,SME-64.09 The system shall include solicitations closed for receipt of offer/bids in the solicitation history report.,The system shall include solicitations closed for receipt of offer/bids in the solicitation history report.,Requirement
sme0641000,SME-64.10,SME-64.10 The system shall include solicitations in evaluation in the solicitation history report.,The system shall include solicitations in evaluation in the solicitation history report.,Requirement
sme0641100,SME-64.11,SME-64.11 The system shall include solicitations in evaluation in the solicitation history report.,The system shall include solicitations in evaluation in the solicitation history report.,Requirement
sme0641200,SME-64.12,SME-64.12 The system shall include solicitations under amendment in the solicitation history report.,The system shall include solicitations under amendment in the solicitation history report.,Requirement
sme0641300,SME-64.13,SME-64.13 The system shall include solicitations under protest and stayed in the solicitation history report.,The system shall include solicitations under protest and stayed in the solicitation history report.,Requirement
sme0641400,SME-64.14,SME-64.14 The system shall include solicitations under protest and not stayed in the solicitation history report.,The system shall include solicitations under protest and not stayed in the solicitation history report.,Requirement
sme0641500,SME-64.15,SME-64.15 The system shall include solicitations withdrawn and removed from Contract Opportunities in the solicitation history report.,The system shall include solicitations withdrawn and removed from Contract Opportunities in the solicitation history report.,Requirement
sme0650000,SME-65,SME-65 The system shall provide a contract history report by document number.,The system shall provide a contract history report by document number.,Requirement
sme0650100,SME-65.01,SME-65.01 The system shall include the contract in the contract history report.,The system shall include the contract in the contract history report.,Requirement
sme0650200,SME-65.02,SME-65.02 The system shall include changes in status in the contract history report.,The system shall include changes in status in the contract history report.,Requirement
sme0650300,SME-65.03,SME-65.03 The system shall include the date of status change in the contract history report.,The system shall include the date of status change in the contract history report.,Requirement
sme0650400,SME-65.04,SME-65.04 The system shall include the assignee or approver’s name that created the status change in the contract history report.,The system shall include the assignee or approver’s name that created the status change in the contract history report.,Requirement
sme0650500,SME-65.05,SME-65.05 The system shall include the assignee or approver’s organization that created the status change in the contract history report.,The system shall include the assignee or approver’s organization that created the status change in the contract history report.,Requirement
sme0650600,SME-65.06,SME-65.06 The system shall include contracts being prepared in the contract history report.,The system shall include contracts being prepared in the contract history report.,Requirement
sme0650700,SME-65.07,SME-65.07 The system shall include contracts under protest and stayed in the contract history report.,The system shall include contracts under protest and stayed in the contract history report.,Requirement
sme0650800,SME-65.08,SME-65.08 The system shall include contracts under protest and not stayed in the contract history report.,The system shall include contracts under protest and not stayed in the contract history report.,Requirement
sme0650900,SME-65.09,SME-65.09 The system shall include contracts awarded and active in the contract history report.,The system shall include contracts awarded and active in the contract history report.,Requirement
sme0651000,SME-65.10,SME-65.10 The system shall include contracts under modification in the contract history report.,The system shall include contracts under modification in the contract history report.,Requirement
sme0651100,SME-65.11,SME-65.11 The system shall include contracts partially terminated in the contract history report.,The system shall include contracts partially terminated in the contract history report.,Requirement
sme0651200,SME-65.12,SME-65.12 The system shall include contracts fully terminated in the contract history report.,The system shall include contracts fully terminated in the contract history report.,Requirement
sme0651300,SME-65.13,SME-65.13 The system shall include contracts completed and closed in the contract history report.,The system shall include contracts completed and closed in the contract history report.,Requirement
sme0660000,SME-66,SME-66 The system shall provide by document number a report of the related acquisition document in the document’s processing chain.,The system shall provide by document number a report of the related acquisition document in the document’s processing chain.,Requirement
sme0670000,SME-67,SME-67 The system shall provide a document report.,The system shall provide a document report.,Requirement
sme0670100,SME-67.01,SME-67.01 The system shall provide the document number within the document report.,The system shall provide the document number within the document report.,Requirement
sme0670200,SME-67.02,SME-67.02 The system shall provide the document status within the document report.,The system shall provide the document status within the document report.,Requirement
sme0680000,SME-68,SME-68 The system shall provide the capability to expand or collapse the entire hierarchy of the document number report.,The system shall provide the capability to expand or collapse the entire hierarchy of the document number report.,Requirement
sme0690000,SME-69,SME-69 The system shall provide the capability to search/query a report.,The system shall provide the capability to search/query a report.,Requirement
sme0690100,SME-69.01,SME-69.01 The system shall provide the capability to search/query a report by user name.,The system shall provide the capability to search/query a report by user name.,Requirement
sme0690200,SME-69.02,SME-69.02 The system shall provide the capability to search/query a report by document number.,The system shall provide the capability to search/query a report by document number.,Requirement
sme0690300,SME-69.03,SME-69.03 The system shall provide the capability to search/query a report by document type.,The system shall provide the capability to search/query a report by document type.,Requirement
sme0690400,SME-69.04,SME-69.04 The system shall provide the capability to search/query a report by change type.,The system shall provide the capability to search/query a report by change type.,Requirement
sme0690500,SME-69.05,SME-69.05 The system shall provide the capability to search/query a report by transaction date range.,The system shall provide the capability to search/query a report by transaction date range.,Requirement
sme0690600,SME-69.06,SME-69.06 The system shall provide the capability to search/query a report by period of performance.,The system shall provide the capability to search/query a report by period of performance.,Requirement
sme0690700,SME-69.07,SME-69.07 The system shall provide the capability to search/query a report by data range.,The system shall provide the capability to search/query a report by data range.,Requirement
sme0700000,SME-70,SME-70 The system shall provide the capability to associate PARs with the ECF.,The system shall provide the capability to associate PARs with the ECF.,Requirement
smf0010000,SMF-01,SMF-01 The system shall have a reporting capability.,The system shall have a reporting capability.,Requirement
smf0010100,SMF-01.01,SMF-01.01 The system shall use data collected in near-real time for reporting.,The system shall use data collected in near-real time for reporting.,Requirement
smf0010200,SMF-01.02,SMF-01.02 The system shall provide the capability to create standard reports.,The system shall provide the capability to create standard reports.,Requirement
smf0010300,SMF-01.03,SMF-01.03 The system shall provide the capability to edit standard reports.,The system shall provide the capability to edit standard reports.,Requirement
smf0010400,SMF-01.04,SMF-01.04 The system shall provide the capability to maintain standard reports.,The system shall provide the capability to maintain standard reports.,Requirement
smf0010500,SMF-01.05,SMF-01.05 The system shall provide the capability to schedule standard reports.,The system shall provide the capability to schedule standard reports.,Requirement
smf0010600,SMF-01.06,SMF-01.06 The system shall provide the capability to receive standard reports.,The system shall provide the capability to receive standard reports.,Requirement
smf0010700,SMF-01.07,SMF-01.07 The system shall provide the capability to distribute standard reports.,The system shall provide the capability to distribute standard reports.,Requirement
smf0010800,SMF-01.08,SMF-01.08 The system shall provide the capability to create ad-hoc reports.,The system shall provide the capability to create ad-hoc reports.,Requirement
smf0010900,SMF-01.09,SMF-01.09 The system shall provide the capability to edit ad-hoc reports.,The system shall provide the capability to edit ad-hoc reports.,Requirement
smf0011000,SMF-01.10,SMF-01.10 The system shall provide the capability to maintain ad-hoc reports.,The system shall provide the capability to maintain ad-hoc reports.,Requirement
smf0011100,SMF-01.11,SMF-01.11 The system shall provide the capability to schedule ad-hoc reports.,The system shall provide the capability to schedule ad-hoc reports.,Requirement
smf0011200,SMF-01.12,SMF-01.12 The system shall provide the capability to receive ad-hoc reports.,The system shall provide the capability to receive ad-hoc reports.,Requirement
smf0011300,SMF-01.13,SMF-01.13 The system shall provide the capability to distribute ad-hoc reports.,The system shall provide the capability to distribute ad-hoc reports.,Requirement
smf0020000,SMF-02,SMF-02 The system shall provide the capability to report on any database field.,The system shall provide the capability to report on any database field.,Requirement
smf0030000,SMF-03,SMF-03 The system shall limit the reporting results to the user’s access permissions.,The system shall limit the reporting results to the user’s access permissions.,Requirement
smf0040000,SMF-04,SMF-04 The system shall provide the capability to select data elements by “drilling down” into a functional area (such as PR)/Line Item/POP/POP end date).,The system shall provide the capability to select data elements by “drilling down” into a functional area (such as PR)/Line Item/POP/POP end date).,Requirement
smf0050000,SMF-05,SMF-05 The system shall provide the capability to edit a report using functions that are available during new report creation such as adding columns and filters.,The system shall provide the capability to edit a report using functions that are available during new report creation such as adding columns and filters.,Requirement
smf0060000,SMF-06,SMF-06 The system shall have the capability to maintain the newly-edited report.,The system shall have the capability to maintain the newly-edited report.,Requirement
smf0070000,SMF-07,SMF-07 The system shall provide the capability to store a report.,The system shall provide the capability to store a report.,Requirement
smf0080000,SMF-08,SMF-08 The system shall provide the capability to export report results in multiple formats.,The system shall provide the capability to export report results in multiple formats.,Requirement
