projectID:ID,name,PIID,NAICSCode,NAICSDescription,ProductorServiceCode,ProductorServiceDescription,PrincipalPlaceofPerformanceCityName,PrincipalPlaceofPerformanceStateCode,PlaceofPerformanceZipCode,Sum of DollarsObligated,:LABEL
pnng15sd80bm0026421f00360,PRESIDENT OTHER COMPUTER RELATED SERVICES,M0026421F0036,541519,OTHER COMPUTER RELATED SERVICES,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),QUANTICO,VA,221341740,68293.5,Contract
pn0010421cba020,NAVSUP WEAPON SYSTEMS SUPPORT MECH OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,N0010421CBA02,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,6810,CHEMICALS,QUAPAW,OK,743632269,740000,Contract
pm0068119d0006m0068121f00010,COMMANDING OFFICER OTHER NONSCHEDULED AIR TRANSPORTATION,M0068121F0001,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,U099,EDUCATION/TRAINING- OTHER,QUEEN CREEK,AZ,851421395,48294,Contract
pn0017421p00180,NSWC INDIAN HEAD DIVISION EXPLOSIVES MANUFACTURING,N0017421P0018,325920,EXPLOSIVES MANUFACTURING,1376,BULK EXPLOSIVES,RADFORD,VA,241411631,12508,Contract
pm6700120d0006m6700121f10090,COMMANDING OFFICER OTHER NONSCHEDULED AIR TRANSPORTATION,M6700121F1009,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,RAEFORD,NC,283768081,27500,Contract
pm6700120d0006m6700121f10150,COMMANDING OFFICER OTHER NONSCHEDULED AIR TRANSPORTATION,M6700121F1015,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,RAEFORD,NC,283768081,139490,Contract
pn6893618d0019n6893621f00460,NAVAL AIR WARFARE CENTER MACHINE SHOPS,N6893621F0046,332710,MACHINE SHOPS,6135,"BATTERIES, NONRECHARGEABLE",RAHWAY,NJ,70655503,507282.04,Contract
pn6893618d0019n6893621f01130,NAVAL AIR WARFARE CENTER MACHINE SHOPS,N6893621F0113,332710,MACHINE SHOPS,6695,COMBINATION AND MISCELLANEOUS INSTRUMENTS,RAHWAY,NJ,70655503,119812.06,Contract
pm0026321p10010,COMMANDING OFFICER AUDIO AND VIDEO EQUIPMENT MANUFACTURING,M0026321P1001,334310,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),RALEIGH,NC,276093752,21505,Contract
pm6700121p10090,COMMANDING GENERAL POWER BOILER AND HEAT EXCHANGER MANUFACTURING,M6700121P1009,332410,POWER BOILER AND HEAT EXCHANGER MANUFACTURING,4410,INDUSTRIAL BOILERS,RALEIGH,NC,276103059,14209.5,Contract
pn6830620a0025n6192321f00020,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0002,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276063324,92,Contract
pn6830621a0025n6192321f00010,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0001,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276063324,271,Contract
pn6830621a0025n6192321f00030,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0003,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276063324,368,Contract
pn6830621a0025n6192321f00040,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0004,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276063324,506,Contract
pn6830621a0025n6192321f00050,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0005,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276063324,356.5,Contract
pn6830621a0025n6192321f00060,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0006,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276063324,414,Contract
pn6830621a0027n6192321f00010,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0001,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276041118,408,Contract
pn6830621a0027n6192321f00020,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0002,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276041118,2040,Contract
pn6830621a0100n6192321f00010,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0001,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276046098,40,Contract
pn6830621a0100n6192321f00020,NAV REG MA RCC NORFOLK HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,N6192321F0002,721110,HOTELS (EXCEPT CASINO HOTELS) AND MOTELS,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",RALEIGH,NC,276046098,70,Contract
pn6833521c00460,"NAVAL AIR WARFARE CENTER AIR DIV RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",N6833521C0046,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",AD91,R&D- DEFENSE OTHER: OTHER (BASIC RESEARCH),RALEIGH,NC,276066322,140000,Contract
pn0016419dwp83n0016421fw0080,NSWC CRANE OTHER ELECTRONIC COMPONENT MANUFACTURING,N0016421FW008,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,5960,ELECTRON TUBES AND ASSOCIATED HARDWARE,RANCHO CORDOVA,CA,957426532,51103.18,Contract
pn0016420dwp53n0016421fw0220,"NSWC CRANE SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",N0016421FW022,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",5840,"RADAR EQUIPMENT, EXCEPT AIRBORNE",RANCHO CORDOVA,CA,957426542,19797,Contract
pn0016420dwp53n0016421fw0290,"NAVSUP WEAPON SYSTEMS SUPPORT MECH SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",N0016421FW029,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",5840,"RADAR EQUIPMENT, EXCEPT AIRBORNE",RANCHO CORDOVA,CA,957426542,1332,Contract
pn0038320dxu01n0038321fxu000,NAVSUP WEAPON SYSTEMS SUPPORT OTHER ELECTRONIC COMPONENT MANUFACTURING,N0038321FXU00,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,5960,ELECTRON TUBES AND ASSOCIATED HARDWARE,RANCHO CORDOVA,CA,957426893,794542,Contract
pspmym121p00560,NORFOLK NAVAL SHIPYARD GF MACHINE TOOL MANUFACTURING,SPMYM121P0056,333517,MACHINE TOOL MANUFACTURING,3419,MISCELLANEOUS MACHINE TOOLS,RANCHO CORDOVA,CA,957426502,207044,Contract
pn0010421px0110,NAVSUP WEAPON SYSTEMS SUPPORT MECH SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,N0010421PX011,334413,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING,5980,OPTOELECTRONIC DEVICES AND ASSOCIATED HARDWARE,RANCHO CUCAMONGA,CA,917303839,3500,Contract
pn0040621p00840,"SRF AND JRMC YOKOSUKA BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",N0040621P0084,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",5305,SCREWS,RANCHO CUCAMONGA,CA,917300300,15653.5,Contract
pn6833521p00390,"NAVAIR WARFARE CTR AIRCRAFT DIV INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",N6833521P0039,333924,"INDUSTRIAL TRUCK, TRACTOR, TRAILER, AND STACKER MACHINERY MANUFACTURING",4920,AIRCRAFT MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,RANCHO CUCAMONGA,CA,917305244,14068.64,Contract
pspmym221p00830,PUGET SOUND NAVAL SHIPYARD IMF OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,SPMYM221P0083,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,7110,OFFICE FURNITURE,RANCHO CUCAMONGA,CA,917300366,2170,Contract
pspmym221p00990,"PUGET SOUND NAVAL SHIPYARD IMF BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",SPMYM221P0099,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",5305,SCREWS,RANCHO CUCAMONGA,CA,917300366,5300.4,Contract
pspmym221p04360,"NAVIMFAC PACNORWEST BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",SPMYM221P0436,332722,"BOLT, NUT, SCREW, RIVET, AND WASHER MANUFACTURING",5305,SCREWS,RANCHO CUCAMONGA,CA,917300300,5280,Contract
psprpa121pv0320,NAVSUP WSS PHIL FMS (MPN) OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,SPRPA121PV032,333318,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,4820,"VALVES, NONPOWERED",RANCHO CUCAMONGA,CA,917304591,14686,Contract
pn0010421pna040,NAVSUP WEAPON SYSTEMS SUPPORT MECH BOAT BUILDING,N0010421PNA04,336612,BOAT BUILDING,4820,"VALVES, NONPOWERED",RANCHO SANTA MARGARITA,CA,926882003,495000,Contract
pn0038321pf0150,NAVSUP WEAPON SYSTEMS SUPPORT CURRENT-CARRYING WIRING DEVICE MANUFACTURING,N0038321PF015,335931,CURRENT-CARRYING WIRING DEVICE MANUFACTURING,5935,"CONNECTORS, ELECTRICAL",RANCHO SANTA MARGARITA,CA,926882604,217757,Contract
pn0038321pf0270,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321PF027,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE",RANCHO SANTA MARGARITA,CA,926882604,9087.36,Contract
pn0038321pf0280,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321PF028,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,RANCHO SANTA MARGARITA,CA,926882604,22137.2,Contract
pn0038321pf0290,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321PF029,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,RANCHO SANTA MARGARITA,CA,926882604,9356,Contract
pn0038321pf0300,NAVSUP WEAPON SYSTEMS SUPPORT RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,N0038321PF030,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,7G20,IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),RANCHO SANTA MARGARITA,CA,926882604,176391,Contract
pn0038321pf0310,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321PF031,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,RANCHO SANTA MARGARITA,CA,926882604,42766.4,Contract
pn0038321pf0320,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321PF032,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,5831,"INTERCOMMUNICATION AND PUBLIC ADDRESS SYSTEMS, AIRBORNE",RANCHO SANTA MARGARITA,CA,926882604,57982.7,Contract
pn0038321pf0340,"NAVSUP WEAPON SYSTEMS SUPPORT SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",N0038321PF034,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",5831,"INTERCOMMUNICATION AND PUBLIC ADDRESS SYSTEMS, AIRBORNE",RANCHO SANTA MARGARITA,CA,926882604,34789.62,Contract
pn0038321pf0370,NAVSUP WEAPON SYSTEMS SUPPORT OTHER ELECTRONIC COMPONENT MANUFACTURING,N0038321PF037,334419,OTHER ELECTRONIC COMPONENT MANUFACTURING,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,RANCHO SANTA MARGARITA,CA,926882604,32638.8,Contract
pn0038321pf0400,"NAVSUP WEAPON SYSTEMS SUPPORT SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",N0038321PF040,334614,"SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING",1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,RANCHO SANTA MARGARITA,CA,926882604,51168,Contract
pn0038321pf0410,NAVSUP WEAPON SYSTEMS SUPPORT OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,N0038321PF041,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,7G20,IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),RANCHO SANTA MARGARITA,CA,926882604,239636,Contract
psprpa121pv0330,NAVSUP WSS PHIL FMS (MPN) OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,SPRPA121PV033,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE",RANCHO SANTA MARGARITA,CA,926882604,124365,Contract
psprpa121pv0460,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,SPRPA121PV046,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,5935,"CONNECTORS, ELECTRICAL",RANCHO SANTA MARGARITA,CA,926882604,86520,Contract
psprmm121pha330,NAVSUP WEAPON SYSTEMS SUPPORT MECH INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,SPRMM121PHA33,334515,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS,4720,HOSE AND FLEXIBLE TUBING,RAVENNA,OH,442669137,608.8,Contract
pfa812219g0001n0038321fqh0a0,NAVSUP WSS PHIL FMS (MPN) AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,N0038321FQH0A,336412,AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING,2915,"ENGINE FUEL SYSTEM COMPONENTS, AIRCRAFT AND MISSILE PRIME MOVERS",READING,OH,452153159,181210.4,Contract
pn0010421pbe420,NAVSUP WEAPON SYSTEMS SUPPORT MECH HARDWARE MANUFACTURING,N0010421PBE42,332510,HARDWARE MANUFACTURING,5340,"HARDWARE, COMMERCIAL",READING,PA,196041520,29215.56,Contract
pn6449821d4002n6449821f40120,NSWC PHILADELPHIA DIV ENGINEERING SERVICES,N6449821F4012,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,READING,PA,196103202,100000,Contract
pn6449821p50160,NSWC PHILADELPHIA DIV BARE PRINTED CIRCUIT BOARD MANUFACTURING,N6449821P5016,334412,BARE PRINTED CIRCUIT BOARD MANUFACTURING,7050,INFORMATION TECHNOLOGY COMPONENTS,READING,PA,196052872,24953.85,Contract
pn6449821p50540,NSWC PHILADELPHIA DIV ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,N6449821P5054,238210,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,N020,INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,READING,PA,196103202,18124.58,Contract
pn6833519g0011n6833521f00300,NAVAIR WARFARE CTR AIRCRAFT DIV SHIP BUILDING AND REPAIRING,N6833521F0030,336611,SHIP BUILDING AND REPAIRING,N066,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,READING,PA,196022678,290955.55,Contract
pn0018921pg0060,NAVAL SUBMARINE SUPPORT FACILITY ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,N0018921PG006,333519,ROLLING MILL AND OTHER METALWORKING MACHINERY MANUFACTURING,3441,BENDING AND FORMING MACHINES,RED OAK,TX,751543813,45273.65,Contract
pgs35f253cam9549421f00090,COMMANDING OFFICER SOFTWARE PUBLISHERS,M9549421F0009,511210,SOFTWARE PUBLISHERS,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),REDLANDS,CA,923738100,439798.3,Contract
pm6700421p50050,COMMANDER ENGINEERING SERVICES,M6700421P5005,541330,ENGINEERING SERVICES,J036,MAINT/REPAIR/REBUILD OF EQUIPMENT- SPECIAL INDUSTRY MACHINERY,REDMOND,WA,980522501,17400,Contract
pn0017321p08030,NAVAL RESEARCH LABORATORY OTHER COMPUTER RELATED SERVICES,N0017321P0803,541519,OTHER COMPUTER RELATED SERVICES,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),REDMOND,WA,980523561,21635.01,Contract
pn0025321p00250,NAVAL UNDERSEA WARFARE CENTER COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,N0025321P0025,334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),REDMOND,WA,980522526,38500,Contract
pn6833521p00020,"NAVAIR WARFARE CTR AIRCRAFT DIV MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",N6833521P0002,333914,"MEASURING, DISPENSING, AND OTHER PUMPING EQUIPMENT MANUFACTURING",4920,AIRCRAFT MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,REDMOND,WA,980535894,15360,Contract
pn0038317gbb01n0038321fbb000,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FBB00,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1560,AIRFRAME STRUCTURAL COMPONENTS,REDONDO BEACH,CA,902781001,24632,Contract
pn0038317gbb01n0038321fbb010,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FBB01,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1560,AIRFRAME STRUCTURAL COMPONENTS,REDONDO BEACH,CA,902781001,12316,Contract
pn0038317gbb01n0038321fbb020,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FBB02,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1560,AIRFRAME STRUCTURAL COMPONENTS,REDONDO BEACH,CA,902781001,12316,Contract
pn0038317gbb01n0038321fbb030,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FBB03,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1560,AIRFRAME STRUCTURAL COMPONENTS,REDONDO BEACH,CA,902781001,36000,Contract
pn0038317gbb01n0038321fbb040,NAVSUP WEAPON SYSTEMS SUPPORT OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,N0038321FBB04,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,1560,AIRFRAME STRUCTURAL COMPONENTS,REDONDO BEACH,CA,902781001,60000,Contract
pn0018321p00220,NAVAL MEDICAL CENTER PORTSMOUTH VA SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,N0018321P0022,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",REDWOOD CITY,CA,940651164,48822,Contract
pgs07f477aan6893621f01220,NAVAL AIR WARFARE CENTER CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,N6893621F0122,423810,CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS,5975,ELECTRICAL HARDWARE AND SUPPLIES,RENO,NV,895214842,110190.28,Contract
pn0042118d0031n0042121f01390,NAVAL AIR WARFARE CENTER AIR DIV OTHER NONSCHEDULED AIR TRANSPORTATION,N0042121F0139,481219,OTHER NONSCHEDULED AIR TRANSPORTATION,V121,TRANSPORTATION/TRAVEL/RELOCATION- TRANSPORTATION: AIR CHARTER,RENO,NV,895061244,3411318.86,Contract
pgs02f0094xn0018321m00040,NAVAL MEDICAL CENTER PORTSMOUTH VA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0018321M0004,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,632.69,Contract
pgs02f0094xn0018321m00050,NAVAL MEDICAL CENTER PORTSMOUTH VA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0018321M0005,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,117.05,Contract
pgs02f0094xn0025921m003v0,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M003V,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,107.1,Contract
pgs02f0094xn0025921m00440,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M0044,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,140.21,Contract
pgs02f0094xn0025921m009k0,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M009K,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,105.48,Contract
pgs02f0094xn0025921m00a40,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M00A4,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,400.6,Contract
pgs02f0094xn0025921m00ad0,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M00AD,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,125.2,Contract
pgs02f0094xn0025921m00b90,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M00B9,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,141.59,Contract
pgs02f0094xn0025921m00c00,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M00C0,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,102.99,Contract
pgs02f0094xn0025921m00cj0,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M00CJ,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,116.54,Contract
pgs02f0094xn0025921m00d70,NAVAL MEDICAL CENTER SAN DIEGO CA STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,N0025921M00D7,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,7510,OFFICE SUPPLIES,RENTON,WA,980587501,122,Contract
