awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_office_code,funding_office_name
97,DEPARTMENT OF DEFENSE (DOD),N66612,NROTCU THE CITADEL,97,DEPARTMENT OF DEFENSE (DOD),N66612,NROTCU THE CITADEL
97,DEPARTMENT OF DEFENSE (DOD),N66691,NAVAL SUPPORT ACTIVITY SOUDA BAY,97,DEPARTMENT OF DEFENSE (DOD),N66691,NAVAL SUPPORT ACTIVITY SOUDA BAY
97,DEPARTMENT OF DEFENSE (DOD),N66715,NAVY RECRUITING COMMAND,97,DEPARTMENT OF DEFENSE (DOD),N66715,NAVY RECRUITING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N66753,NROTCU JACKSONVILLE UNIVERSITY,97,DEPARTMENT OF DEFENSE (DOD),N00076,NAVAL EDUCATION AND TRAINING
97,DEPARTMENT OF DEFENSE (DOD),N66809,NROTCU SAVANNAH STATE COLLEGE,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N66809,NROTCU SAVANNAH STATE COLLEGE,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68064,NROTCU UNIVERSITY OF FLORIDA,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68064,NROTCU UNIVERSITY OF FLORIDA,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68072,NROTCU TEXAS A AND M UNIV,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68072,NROTCU TEXAS A AND M UNIV,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68093,NAVMEDCEN CAMP LEJEUNE NC,97,DEPARTMENT OF DEFENSE (DOD),N62645,NAVAL MEDICAL LOGISTICS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68093,NAVMEDCEN CAMP LEJEUNE NC,97,DEPARTMENT OF DEFENSE (DOD),N68093,NAVMEDCEN CAMP LEJEUNE NC
97,DEPARTMENT OF DEFENSE (DOD),N68093,NAVMEDCEN CAMP LEJEUNE NC,97,DEPARTMENT OF DEFENSE (DOD),N68410,MAINSIDE DENTAL CLINIC
97,DEPARTMENT OF DEFENSE (DOD),N68093,NAVMEDCEN CAMP LEJEUNE NC,97,DEPARTMENT OF DEFENSE (DOD),N68908,NAVY MEDICINE EAST
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N32612,NAVAL BRANCH HEALTH CLINIC KANEOHOE
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N35949,NAVAL HOSPITAL TWENTYNINE PALMS CA
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N66095,NHLTHCLINIC LEMOORE CA
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N68098,NAVAL HEALTH CLINIC HAWAII
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N68292,NAVAL HOSPITAL YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N68094,NAVAL HOSPITAL CAMP PENDLETON,97,DEPARTMENT OF DEFENSE (DOD),N68470,US NAVAL HOSPITAL OKINAWA
97,DEPARTMENT OF DEFENSE (DOD),N68095,NAVAL HOSPITAL,97,DEPARTMENT OF DEFENSE (DOD),N47430,NAVAL BRANCH HEALTH CLINIC EVERETT
97,DEPARTMENT OF DEFENSE (DOD),N68095,NAVAL HOSPITAL,97,DEPARTMENT OF DEFENSE (DOD),N66097,NHLTHCLINIC OAK HARBOR WA
97,DEPARTMENT OF DEFENSE (DOD),N68095,NAVAL HOSPITAL,97,DEPARTMENT OF DEFENSE (DOD),N68095,NAVAL HOSPITAL
97,DEPARTMENT OF DEFENSE (DOD),N68096,U S NAVAL HOSPITAL   GUAM,97,DEPARTMENT OF DEFENSE (DOD),N68096,U S NAVAL HOSPITAL   GUAM
97,DEPARTMENT OF DEFENSE (DOD),N68098,NAVAL HEALTH CLINIC HAWAII,97,DEPARTMENT OF DEFENSE (DOD),N68098,NAVAL HEALTH CLINIC HAWAII
97,DEPARTMENT OF DEFENSE (DOD),N68139,NROTCU FLORIDA A&M UNIV,97,DEPARTMENT OF DEFENSE (DOD),N3560A,NAVAL SERVICE TRAINING COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68141,NROTCU MAINE MARITIME ACADEMY,97,DEPARTMENT OF DEFENSE (DOD),N3560P,NSTC GREAT LAKES PENSACOLA PRO SRI
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),M00013,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00014,OFFICE OF NAVAL RESEARCH
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00022,CHIEF OF NAVAL PERSONNEL
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00052,NAVY INSTALLATIONS COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00061,COMMANDER NAVAL FORCES EUROPE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00249,CIVIL ENGINEER SUPPORT OFFICE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21377,USNS JOHN LENTHALL T AO 189
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21419,USNS JOSHUA HUMPHREYS HULL T AO 188
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21581,USNS KANAWHA T AO 196
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21839,USNS SUPPLY  T AOE 6
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N23195,USNS ROBERT E PEARY T AKE 5 23195
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N23754,MT WHITNEY MSC DET  LCC 20
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N29001,USNS WILLIAM MCLEAN T AKE 12
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N29002,USNS MEDGAR EVERS TAKE 13
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N29788,USNS TRENTON T-EPF 5
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N29790,USNS CARSON CITY T-EPF 7
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N29791,USNS YUMA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3049B,COMMANDER
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N30829,NAVAL SUPPORT ACTIVITY
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N32526,NCTAMS EURCENT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N32584,NAVAL BRANCH HEALTH CLINIC
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3318A,U S NATIONAL SUPPORT ELEMENT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N33191,NAVAL FAC ENGINEEERING CMD EUR SWA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3379A,CAMP LEMONIER DJIBOUTI
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3454B,US NATIONAL SUPPORT ELEMENT VALENCI
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3490B,NAVSUP FLC SIG GF
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N3654A,CJTF-HOA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N39163,NAVAL HOSPITAL SIGONELLA ITALY
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N39174,NAVAL HOSPITAL SIGONELLA ITALY
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N4026A,NAVSUP FLC SIGONELLA ERP NWCF
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N40273,NAVY EXPEDITIONARY COMBAT COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N40358,US NAVMEDRSCHU 3 SIGONELLA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N40442,MILITARY SEALIFT FLT SUPP CMD NORF
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N40444,MILITARY SEALIFT FLEET SUPPORT CMD
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N43496,PERSONNEL SUPPORT DETACHMENT NAPLES
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N44466,TRIDENT REFIT FACILITY
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N45702,MARITIME PREPOSITIONING SHIPS
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N46580,SUBMARINE FORCE ATLANTIC FLEET
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N46581,NAVAL SURFACE FORCE USLANTFLT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N46582,TRAINING COMMAND USLANTFLT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N50083,NAVSUP GLOBAL LOGISTICS SPT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N50145,NAVSUP FLC SIGONELLA ERP
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N50201,NMCLANT DET ROTA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N57007,CDR US NAVAL FORCES CENTRAL COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N57012,COMNAVAIRLANT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N60550,FDRMC DET ROTA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N61108,NAVY REGION EURAFSWA DET BAHRAIN
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N61240,NAVY REG EUR AFR SW ASIA CBP
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N61751,US NAVMEDRSCHU 3 SIGONELLA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62471,NAVAL FACILITIES HAWAII SELF HELP
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62588,NAVAL SUPPORT ACTIVITY NAPLES
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62590,NAVAL SUPPORT FACILITY
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62592,U.S. NAVSUPFAC
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62863,U S NAVAL STATION ROTA SPAIN
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62909,ONR GLOBAL LONDON
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62995,US NAVAL AIR STATION SIGONELLA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N63182,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N63285,NCIS QUANTICO VA
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N66096,US NAVAL HOSPITAL MEDICAL WAREHOUSE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N66101,US NAVAL HOSPITAL ROTA SPAIN
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N66604,NUWC DIV NEWPORT
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N66691,NAVAL SUPPORT ACTIVITY SOUDA BAY
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N67562,FRDMC
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68088,NATIONAL SUPPORT ELEMENT LISBON POR
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68323,COMMANDER NAVAL LEGAL SERV COMMAND
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68732,DEFENSE FINANCE AND ACCOUNTING SERV
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68893,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N70272,NAV COMPUTER AND TELECOMMUNICATIONS
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N70294,NCTS NAPLES
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R23151,USS GRIDLEY DDG 101
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R53824,COMNAVSURPAC
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R57020,COMMANDER SUBMARINE FORCE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R57092,COASTAL RIVERINE GROUP ONE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),R75102,COMNAVSURFPAC
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),RP0005,COMMANDER SUBMARINE FORCE
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V21038,USS FLORIDA SSGN 728
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V21923,USS CARNEY  DDG 64
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V21945,USS ROSS DDG 71
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V21949,USS DONALD COOK DDG 75
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V23148,USS JAMES E WILLIAMS DDG 95
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V55460,NAVAL CONSTRUCTION GROUP 2
97,DEPARTMENT OF DEFENSE (DOD),N68171,NAVSUP FLC SIGONELLA NAPLES OFFICE,97,DEPARTMENT OF DEFENSE (DOD),V55568,EXPLOSIVE ORDNANCE DISPOSAL MOBILE
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00024,NAVSEA HQ
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N00253,NAVAL UNDERSEA WARFARE CENTER
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21323,USNS ZEUS T ARC 7
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21524,USNS JOHN ERICSSON T AO 194
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21560,USS WASP LHD 1
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21582,USNS PECOS T AO 197
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21622,USNS TIPPECANOE  (T-AO 199)
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N21871,USNS RAPPAHANNOCK T AO 204
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N23193,USNS ALAN SHEPARD T AKE 3
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N23197,USNS CARL BRASHEAR T-AKE 7
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N23602,USNS CHARLES DREW T AKE 10
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N23726,USNS WASHINGTON CHAMBERS T AKE 11
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N29003,USNS CESAR CHAVEZ T-AKE 14
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N32205,MSC NORFOLK
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N40084,NAVAL FAC ENGINEERING CMD FAR EAST
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N40447,MILITARY SEALIFT FLEET SUPPORT CMD
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N46196,NAVSUP FLC YOKO GF
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N50143,NAVSUP FLC YOKOSUKA ERP
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N61058,FLEET ACTIVITIES SASEBO
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N61076,COMMANDER NAVAL FORCES JAPAN
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62649,NAVSUP FLT LOG CTR  YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62735,NMCPAC EAD DET SASEBO
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N62758,SRF AND JRMC YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N63394,COMMANDING OFFICER
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N68292,NAVAL HOSPITAL YOKOSUKA
97,DEPARTMENT OF DEFENSE (DOD),N68246,NAVSUP FLC YOKOSUKA SASEBO OFFICE,97,DEPARTMENT OF DEFENSE (DOD),N70278,N70278
